srians	Fe	RBAave	RBAr630
BS0824	0	0.4193	0.6536
BS0825	0	0.295	0.6536
BS0826	0	0.427	0.6536
BS0827	0	0.0538	0.6536
BS0828	0	0.4406	0.6536
BS0829	0	0.3548	0.6536
BS0830	0	0.4434	0.6536
BS0831	0	0.4093	0.6536
BS0832	0	0.416	0.6536
BS0833	0	0.4511	0.6536
BS0834	0	0.4818	0.6536
BS0835	0	0.3507	0.6536
BS0836	0	0.3776	0.6536
BS0837	0	0.313	0.6536
BS0838	0	0.4562	0.6536
BS0839	0	0.2185	0.6536
BS0840	0	0.3884	0.6536
BS0841	0	0.4473	0.6536
BS0842	0	0.3392	0.6536
BS0843	0	0.3851	0.6536
BS0844	0	0.3862	0.6536
BS0845	0	0.3527	0.6536
BS0846	0	0.3247	0.6536
BS0847	0	0.2415	0.6536
BS0848	0	0.278	0.6536
BS0849	0	0.318	0.6536
BS0850	0	0.0566	0.6536
BS0851	0	0.3496	0.6536
BS0852	0	0.1932	0.6536
BS0853	0	0.3982	0.6536
BS0854	0	0.4576	0.6536
BS0855	0	0.4308	0.6536
BS0856	0	0.4149	0.6536
BS0857	0	0.405	0.6536
BS0858	0	0.4393	0.6536
BS0859	0	0.2769	0.6536
BS0860	0	0.3748	0.6536
BS0861	0	0.232	0.6536
BS0862	0	0.2063	0.6536
BS0863	0	0.4061	0.6536
BS0864	0	0.4754	0.6536
BS0865	0	0.4358	0.6536
BS0866	0	0.4116	0.6536
BS0867	0	0.4781	0.6536
BS0868	0	0.4162	0.6536
BS0869	0	0.4669	0.6536
BS0870	0	0.438	0.6536
BS0871	0	0.4284	0.6536
BS0872	0	0.4455	0.6536
BS0873	0	0.4119	0.6536
BS0874	0	0.4496	0.6536
BS0875	0	0.403	0.6536
BS0876	0	0.0545	0.6536
BS0877	0	0.3112	0.6536
BS0878	0	0.4531	0.6536
BS0879	0	0.4211	0.6536
BS0880	0	0.4299	0.6536
BS0881	0	0.0538	0.6536
BS0882	0	0.4694	0.6536
BS0883	0	0.4118	0.6536
BS0884	0	0.369	0.6536
BS0885	0	0.4194	0.6536
BS0886	0	0.4572	0.6536
BS0887	0	0.3205	0.6536
BS0888	0	0.424	0.6536
BS0889	0	0.4637	0.6536
BS0890	0	0.4378	0.6536
BS0891	0	0.4129	0.6536
BS0892	0	0.4437	0.6536
BS0893	0	0.4361	0.6536
BS0894	0	0.4071	0.6536
BS0895	0	0.4319	0.6536
BS0896	0	0.434	0.6536
BS0897	0	0.4104	0.6536
BS0898	0	0.361	0.6536
BS0899	0	0.4454	0.6536
BS0900	0	0.4413	0.6536
BS0901	0	0.454	0.6536
BS0902	0	0.4489	0.6536
BS0903	0	0.4638	0.6536
BS0904	0	0.3613	0.6536
BS0905	0	0.3509	0.6536
BS0906	0	0.2872	0.6536
BS0907	0	0.3857	0.6536
BS0908	0	0.4679	0.6536
BS0909	0	0.2788	0.6536
BS0910	0	0.4112	0.6536
BS0911	0	0.3694	0.6536
BS0912	0	0.3076	0.6536
BS0913	0	0.2671	0.6536
BS0914	0	0.2843	0.6536
BS0915	0	0.4084	0.6536
BS0916	0	0.4007	0.6536
BS0917	0	0.3552	0.6536
BS0918	0	0.2776	0.6536
BS0919	0	0.4004	0.6536
BS0920	0	0.3867	0.6536
BS0921	0	0.4243	0.6536
BS0922	0	0.4339	0.6536
BS0923	0	0.4069	0.6536
BS0924	0	0.408	0.6536
BS0925	0	0.3154	0.6536
BS0926	0	0.2903	0.6536
BS0927	0	0.3268	0.6536
BS0928	0	0.4313	0.6536
BS0929	0	0.4299	0.6536
BS0930	0	0.4201	0.6536
BS0931	0	0.3678	0.6536
BS0932	0	0.42	0.6536
BS0933	0	0.3199	0.6536
BS0934	0	0.4137	0.6536
BS0935	0	0.3086	0.6536
BS0936	0	0.3904	0.6536
BS0937	0	0.2621	0.6536
BS0938	0	0.4401	0.6536
BS0939	0	0.4427	0.6536
BS0940	0	0.4521	0.6536
BS0941	0	0.4143	0.6536
BS0942	0	0.3983	0.6536
BS0943	0	0.3395	0.6536
BS0944	0	0.3993	0.6536
BS0945	0	0.3185	0.6536
BS0946	0	0.4698	0.6536
BS0947	0	0.3988	0.6536
BS0948	0	0.3794	0.6536
BS0949	0	0.3747	0.6536
BS0950	0	0.3906	0.6536
BS0951	0	0.4571	0.6536
BS0952	0	0.0529	0.6536
BS0953	0	0.4278	0.6536
BS0954	0	0.4334	0.6536
BS0955	0	0.3224	0.6536
BS0956	0	0.4359	0.6536
BS0957	0	0.4535	0.6536
BS0958	0	0.4404	0.6536
BS0959	0	0.4401	0.6536
BS0960	0	0.4259	0.6536
BS0961	0	0.4323	0.6536
BS0962	0	0.053	0.6536
BS0963	0	0.4134	0.6536
BS0964	0	0.3079	0.6536
BS0965	0	0.2999	0.6536
BS0966	0	0.3399	0.6536
BS0967	0	0.354	0.6536
BS0968	0	0.3887	0.6536
BS0969	0	0.0524	0.6536
BS0970	0	0.3762	0.6536
BS0971	0	0.4344	0.6536
BS0972	0	0.3282	0.6536
BS0973	0	0.3944	0.6536
BS0974	0	0.4222	0.6536
BS0975	0	0.2692	0.6536
BS0976	0	0.431	0.6536
BS0977	0	0.419	0.6536
BS0978	0	0.4457	0.6536
BS0979	0	0.0532	0.6536
BS0980	0	0.052	0.6536
BS0981	0	0.0543	0.6536
BS0982	0	0.0528	0.6536
BS0983	0	0.3336	0.6536
BS0984	0	0.4064	0.6536
BS0985	0	0.4202	0.6536
BS0986	0	0.053	0.6536
BS0987	0	0.3495	0.6536
BS0988	0	0.4316	0.6536
BS0989	0	0.3621	0.6536
BS0990	0	0.0553	0.6536
BS0991	0	0.4419	0.6536
BS0992	0	0.4365	0.6536
BS0993	0	0.4318	0.6536
BS0994	0	0.0524	0.6536
BS0995	0	0.4399	0.6536
BS0996	0	0.4253	0.6536
BS0997	0	0.4281	0.6536
BS0998	0	0.0763	0.6536
BS0999	0	0.4693	0.6536
BS1000	0	0.4035	0.6536
BS1001	0	0.0527	0.6536
BS1002	0	0.4317	0.6536
BS1003	0	0.0535	0.6536
BS1004	0	0.413	0.6536
BS1005	0	0.0517	0.6536
BS1006	0	0.3553	0.6536
BS1007	0	0.3348	0.6536
BS1008	0	0.4251	0.6536
BS1009	0	0.4026	0.6536
BS1010	0	0.0536	0.6536
BS1011	0	0.0515	0.6536
BS1012	0	0.053	0.6536
BS1013	0	0.0538	0.6536
BS1014	0	0.4038	0.6536
BS1015	0	0.4067	0.6536
BS1016	0	0.0524	0.6536
BS1017	0	0.0523	0.6536
BS1018	0	0.4155	0.6536
BS1019	0	0.4597	0.6536
BS1020	0	0.4328	0.6536
BS1021	0	0.0529	0.6536
BS1022	0	0.0535	0.6536
BS1023	0	0.054	0.6536
BS1024	0	0.0539	0.6536
BS1025	0	0.0535	0.6536
BS1026	0	0.0531	0.6536
BS1027	0	0.0528	0.6536
BS1028	0	0.0537	0.6536
BS1029	0	0.053	0.6536
BS1030	0	0.0529	0.6536
BS1031	0	0.0539	0.6536
BS1032	0	0.0537	0.6536
BS1033	0	0.0538	0.6536
BS1034	0	0.0543	0.6536
BS1035	0	0.0548	0.6536
BS1036	0	0.056	0.6536
BS1037	0	0.0526	0.6536
BS1038	0	0.4501	0.6536
BS1039	0	0.0535	0.6536
BS1040	0	0.456	0.6536
BS1041	0	0.0529	0.6536
BS1042	0	0.0538	0.6536
BS1043	0	0.0532	0.6536
BS1044	0	0.0533	0.6536
BS1045	0	0.4228	0.6536
BS1046	0	0.3805	0.6536
BS1047	0	0.2139	0.6536
BS1048	0	0.3877	0.6536
BS1049	0	0.0533	0.6536
BS1050	0	0.2375	0.6536
BS1051	0	0.0532	0.6536
BS1052	0	0.4241	0.6536
BS1053	0	0.4068	0.6536
BS1054	0	0.1785	0.6536
BS1055	0	0.4399	0.6536
BS1056	0	0.0532	0.6536
BS1057	0	0.0525	0.6536
BS1058	0	0.3914	0.6536
BS1059	0	0.0534	0.6536
BS1060	0	0.3583	0.6536
BS1061	0	0.0531	0.6536
BS1062	0	0.4345	0.6536
BS1063	0	0.0534	0.6536
BS1064	0	0.0651	0.6536
BS1065	0	0.3533	0.6536
BS1066	0	0.3257	0.6536
BS1067	0	0.2308	0.6536
BS1068	0	0.3804	0.6536
BS1069	0	0.058	0.6536
BS1070	0	0.4526	0.6536
BS1071	0	0.4082	0.6536
BS1072	0	0.0542	0.6536
BS1073	0	0.055	0.6536
BS1074	0	0.0492	0.6536
BS1075	0	0.0544	0.6536
BS1076	0	0.0534	0.6536
BS1077	0	0.0543	0.6536
BS1078	0	0.0545	0.6536
BS1079	0	0.4345	0.6536
BS1080	0	0.3406	0.6536
BS1081	0	0.4384	0.6536
BS1082	0	0.0536	0.6536
BS1083	0	0.0537	0.6536
BS1084	0	0.0548	0.6536
BS1085	0	0.515	0.6536
BS1086	0	0.0532	0.6536
BS1087	0	0.0536	0.6536
BS1088	0	0.0533	0.6536
BS1089	0	0.0535	0.6536
BS1090	0	0.1937	0.6536
BS1091	0	0.3938	0.6536
BS1092	0	0.418	0.6536
BS1093	0	0.0548	0.6536
BS1094	0	0.4043	0.6536
BS1095	0	0.0536	0.6536
BS1096	0	0.0543	0.6536
BS1097	0	0.4088	0.6536
BS1098	0	0.3801	0.6536
BS1099	0	0.4095	0.6536
BS1100	0	0.3665	0.6536
BS1101	0	0.4329	0.6536
BS1102	0	0.4155	0.6536
BS1103	0	0.401	0.6536
BS1104	0	0.3968	0.6536
BS1105	0	0.3968	0.6536
BS1106	0	0.4307	0.6536
BS1107	0	0.0573	0.6536
BS1108	0	0.0624	0.6536
BS1109	0	0.0535	0.6536
BS1110	0	0.0524	0.6536
BS1111	0	0.3342	0.6536
BS1112	0	0.4143	0.6536
BS1113	0	0.387	0.6536
BS1114	0	0.4001	0.6536
BS1115	0	0.4206	0.6536
BS1116	0	0.0726	0.6536
BS1117	0	0.053	0.6536
BS1118	0	0.067	0.6536
BS1119	0	0.0557	0.6536
BS1120	0	0.0583	0.6536
BS1121	0	0.435	0.6536
BS1122	0	0.4143	0.6536
BS1123	0	0.4475	0.6536
BS1124	0	0.0583	0.6536
BS1125	0	0.0555	0.6536
BS1126	0	0.0594	0.6536
BS1127	0	0.1182	0.6536
BS1128	0	0.4307	0.6536
BS1129	0	0.3741	0.6536
BS1130	0	0.3535	0.6536
BS1131	0	0.3668	0.6536
BS1132	0	0.053	0.6536
BS1133	0	0.0543	0.6536
BS1134	0	0.3937	0.6536
BS1135	0	0.0577	0.6536
BS1136	0	0.0537	0.6536
BS1137	0	0.0549	0.6536
BS1138	0	0.0548	0.6536
BS1139	0	0.0661	0.6536
BS1140	0	0.3936	0.6536
BS1141	0	0.0551	0.6536
BS1142	0	0.3959	0.6536
BS1143	0	0.4164	0.6536
BS1144	0	0.3284	0.6536
BS1145	0	0.0531	0.6536
BS1146	0	0.4041	0.6536
BS1147	0	0.3703	0.6536
BS1148	0	0.4161	0.6536
BS1149	0	0.3657	0.6536
BS1150	0	0.3384	0.6536
BS1151	0	0.4313	0.6536
BS1152	0	0.4024	0.6536
BS1153	0	0.0533	0.6536
BS1154	0	0.404	0.6536
BS1155	0	0.0542	0.6536
BS1156	0	0.4547	0.6536
BS1157	0	0.3762	0.6536
BS1158	0	0.0535	0.6536
BS1159	0	0.0529	0.6536
BS1160	0	0.0538	0.6536
BS1161	0	0.4289	0.6536
BS1162	0	0.0543	0.6536
BS1163	0	0.0544	0.6536
BS1164	0	0.0528	0.6536
BS1165	0	0.4163	0.6536
BS1166	0	0.054	0.6536
BS1167	0	0.4112	0.6536
BS1168	0	0.4199	0.6536
BS1169	0	0.4346	0.6536
BS1170	0	0.3836	0.6536
BS1171	0	0.0531	0.6536
BS1172	0	0.3691	0.6536
BS1173	0	0.054	0.6536
BS1174	0	0.4976	0.6536
BS1175	0	0.3198	0.6536
BS1176	0	0.2563	0.6536
BS1177	0	0.0548	0.6536
BS1178	0	0.2236	0.6536
BS1179	0	0.3403	0.6536
BS1180	0	0.31	0.6536
BS1181	0	0.4112	0.6536
BS1182	0	0.3145	0.6536
BS1183	0	0.0538	0.6536
BS1184	0	0.055	0.6536
BS1185	0	0.0534	0.6536
BS1186	0	0.053	0.6536
BS1187	0	0.0541	0.6536
BS1188	0	0.313	0.6536
BS1189	0	0.053	0.6536
BS1190	0	0.0534	0.6536
BS1191	0	0.055	0.6536
BS1192	0	0.3585	0.6536
BS1193	0	0.4095	0.6536
BS1194	0	0.3281	0.6536
BS1195	0	0.0528	0.6536
BS1196	0	0.3837	0.6536
BS1197	0	0.4163	0.6536
BS1198	0	0.3246	0.6536
BS1199	0	0.0539	0.6536
BS1200	0	0.0552	0.6536
BS1201	0	0.3455	0.6536
BS1202	0	0.0535	0.6536
BS1203	0	0.3231	0.6536
BS1204	0	0.0782	0.6536
BS1205	0	0.3259	0.6536
BS1206	0	0.0536	0.6536
BS1207	0	0.053	0.6536
BS1208	0	0.0533	0.6536
BS1209	0	0.3273	0.6536
BS1210	0	0.054	0.6536
BS1211	0	0.053	0.6536
BS1212	0	0.0527	0.6536
BS1213	0	0.0546	0.6536
BS1214	0	0.0542	0.6536
BS1215	0	0.3939	0.6536
BS1216	0	0.3519	0.6536
BS1217	0	0.3245	0.6536
BS1218	0	0.4151	0.6536
BS1219	0	0.0542	0.6536
BS1220	0	0.3076	0.6536
BS1221	0	0.0541	0.6536
BS1222	0	0.0543	0.6536
BS1223	0	0.0547	0.6536
BS1224	0	0.3753	0.6536
BS1225	0	0.0563	0.6536
BS1226	0	0.066	0.6536
BS1227	0	0.0562	0.6536
BS1228	0	0.0544	0.6536
BS1229	0	0.0533	0.6536
BS1230	0	0.3322	0.6536
BS1231	0	0.3918	0.6536
BS1232	0	0.0542	0.6536
BS1233	0	0.0539	0.6536
BS1234	0	0.372	0.6536
BS1235	0	0.0584	0.6536
BS1236	0	0.0537	0.6536
BS1237	0	0.0537	0.6536
BS1238	0	0.4077	0.6536
BS1239	0	0.0537	0.6536
BS1240	0	0.4546	0.6536
BS1241	0	0.4315	0.6536
BS1242	0	0.3896	0.6536
BS1243	0	0.0539	0.6536
BS1244	0	0.4477	0.6536
BS1245	0	0.0546	0.6536
BS1246	0	0.0539	0.6536
BS1247	0	0.4252	0.6536
BS1248	0	0.0561	0.6536
BS1249	0	0.3526	0.6536
BS1250	0	0.0538	0.6536
BS1251	0	0.0535	0.6536
BS1252	0	0.0537	0.6536
BS1253	0	0.0551	0.6536
BS1254	0	0.1645	0.6536
BS1255	0	0.3876	0.6536
BS1256	0	0.0549	0.6536
BS1257	0	0.1051	0.6536
BS1258	0	0.0546	0.6536
BS1259	0	0.0551	0.6536
BS1260	0	0.0544	0.6536
BS1261	0	0.3603	0.6536
BS1262	0	0.3602	0.6536
BS1263	0	0.0543	0.6536
BS1264	0	0.0552	0.6536
BS1265	0	0.185	0.6536
BS1266	0	0.3475	0.6536
BS1267	0	0.3604	0.6536
BS1268	0	0.1018	0.6536
BS1269	0	0.0533	0.6536
BS1270	0	0.3428	0.6536
BS1271	0	0.3516	0.6536
BS1272	0	0.0551	0.6536
BS1273	0	0.0541	0.6536
BS1274	0	0.0549	0.6536
BS1275	0	0.2229	0.6536
BS1276	0	0.2462	0.6536
BS1277	0	0.3272	0.6536
BS1278	0	0.0622	0.6536
BS1279	0	0.3544	0.6536
BS1280	0	0.3959	0.6536
BS1281	0	0.2892	0.6536
BS1282	0	0.383	0.6536
BS1283	0	0.4304	0.6536
BS1284	0	0.0568	0.6536
BS1285	0	0.0542	0.6536
BS1286	0	0.3995	0.6536
BS1287	0	0.3987	0.6536
BS1288	0	0.0549	0.6536
BS1289	0	0.3983	0.6536
BS1290	0	0.0542	0.6536
BS1291	0	0.3177	0.6536
BS1292	0	0.0567	0.6536
BS1293	0	0.4199	0.6536
BS1294	0	0.4454	0.6536
BS1295	0	0.2526	0.6536
BS1296	0	0.0567	0.6536
BS1297	0	0.3874	0.6536
BS1298	0	0.3906	0.6536
BS1299	0	0.0541	0.6536
BS1300	0	0.054	0.6536
BS1301	0	0.4537	0.6536
BS1302	0	0.4122	0.6536
BS1303	0	0.054	0.6536
BS1304	0	0.4042	0.6536
BS1305	0	0.4024	0.6536
BS1306	0	0.3863	0.6536
BS1307	0	0.4501	0.6536
BS1308	0	0.066	0.6536
BS1309	0	0.1813	0.6536
BS1310	0	0.0808	0.6536
BS1311	0	0.1965	0.6536
BS1312	0	0.3893	0.6536
BS1313	0	0.3384	0.6536
BS1314	0	0.2457	0.6536
BS1315	0	0.3978	0.6536
BS1316	0	0.0576	0.6536
BS1317	0	0.0885	0.6536
BS1318	0	0.3741	0.6536
BS1319	0	0.3335	0.6536
BS1320	0	0.3308	0.6536
BS1321	0	0.3674	0.6536
BS1322	0	0.4484	0.6536
BS1323	0	0.0537	0.6536
BS1324	0	0.3688	0.6536
BS1325	0	0.2444	0.6536
BS1326	0	0.3303	0.6536
BS1327	0	0.3941	0.6536
BS1328	0	0.4243	0.6536
BS1329	0	0.4193	0.6536
BS1330	0	0.0547	0.6536
BS1331	0	0.3778	0.6536
BS1332	0	0.3289	0.6536
BS1333	0	0.2058	0.6536
BS1334	0	0.3178	0.6536
BS1335	0	0.4103	0.6536
BS1336	0	0.3282	0.6536
BS1337	0	0.4347	0.6536
BS1338	0	0.4371	0.6536
BS1339	0	0.4268	0.6536
BS1340	0	0.0535	0.6536
BS1341	0	0.0766	0.6536
BS1342	0	0.3979	0.6536
BS1343	0	0.0767	0.6536
BS1344	0	0.0534	0.6536
BS1345	0	0.3151	0.6536
BS1346	0	0.4374	0.6536
BS1347	0	0.0548	0.6536
BS1348	0	0.3886	0.6536
BS1349	0	0.405	0.6536
BS1350	0	0.0615	0.6536
BS1351	0	0.4161	0.6536
BS1352	0	0.3798	0.6536
BS1353	0	0.4319	0.6536
BS1354	0	0.3674	0.6536
BS1355	0	0.0626	0.6536
BS1356	0	0.0551	0.6536
BS1357	0	0.3864	0.6536
BS1358	0	0.3177	0.6536
BS1359	0	0.4121	0.6536
BS1360	0	0.4038	0.6536
BS1361	0	0.33	0.6536
BS1362	0	0.4023	0.6536
BS1363	0	0.359	0.6536
BS1364	0	0.3931	0.6536
BS1365	0	0.0853	0.6536
BS1366	0	0.4297	0.6536
BS1367	0	0.4562	0.6536
BS1368	0	0.2282	0.6536
BS1369	0	0.1891	0.6536
BS1370	0	0.2281	0.6536
BS1371	0	0.2889	0.6536
BS1372	0	0.3754	0.6536
BS1373	0	0.3566	0.6536
BS1374	0	0.3595	0.6536
BS1375	0	0.3271	0.6536
BS1376	0	0.3838	0.6536
BS1377	0	0.3194	0.6536
BS1378	0	0.3953	0.6536
BS1379	0	0.4683	0.6536
BS1380	0	0.3816	0.6536
BS1381	0	0.3766	0.6536
BS1382	0	0.3812	0.6536
BS1383	0	0.4063	0.6536
BS1384	0	0.4058	0.6536
BS1385	0	0.4156	0.6536
BS1386	0	0.3175	0.6536
BS1387	0	0.223	0.6536
BS1388	0	0.3557	0.6536
BS1389	0	0.3899	0.6536
BS1390	0	0.3954	0.6536
BS1391	0	0.0605	0.6536
BS1392	0	0.3369	0.6536
BS1393	0	0.3084	0.6536
BS1394	0	0.3946	0.6536
BS1395	0	0.2276	0.6536
BS1396	0	0.3818	0.6536
BS1397	0	0.4171	0.6536
BS1398	0	0.3664	0.6536
BS1399	0	0.4074	0.6536
BS1400	0	0.4469	0.6536
BS1401	0	0.4291	0.6536
BS1402	0	0.3692	0.6536
BS1403	0	0.4277	0.6536
BS1404	0	0.4283	0.6536
BS1405	0	0.4302	0.6536
BS1406	0	0.2983	0.6536
BS1407	0	0.4018	0.6536
BS1408	0	0.3891	0.6536
BS1409	0	0.3884	0.6536
BS1410	0	0.3237	0.6536
BS1411	0	0.3233	0.6536
BS1412	0	0.3644	0.6536
BS1413	0	0.1535	0.6536
BS1414	0	0.059	0.6536
BS1415	0	0.3969	0.6536
BS1416	0	0.4178	0.6536
BS1417	0	0.4143	0.6536
BS1418	0	0.4326	0.6536
BS1419	0	0.3925	0.6536
BS1420	0	0.3091	0.6536
BS1421	0	0.4	0.6536
BS1422	0	0.0642	0.6536
BS1423	0	0.3642	0.6536
BS1424	0	0.4118	0.6536
BS1425	0	0.4423	0.6536
BS1426	0	0.3364	0.6536
BS1427	0	0.3885	0.6536
BS1428	0	0.4023	0.6536
BS1429	0	0.3477	0.6536
BS1430	0	0.3366	0.6536
BS1431	0	0.3437	0.6536
BS1432	0	0.2677	0.6536
BS1433	0	0.4171	0.6536
BS1434	0	0.4228	0.6536
BS1435	0	0.4208	0.6536
BS1436	0	0.3796	0.6536
BS1437	0	0.2235	0.6536
BS1438	0	0.4331	0.6536
BS1439	0	0.3771	0.6536
BS1440	0	0.3849	0.6536
BS1441	0	0.409	0.6536
BS1442	0	0.4077	0.6536
BS1443	0	0.3256	0.6536
BS1444	0	0.4255	0.6536
BS1445	0	0.2435	0.6536
BS1446	0	0.4015	0.6536
BS1447	0	0.4263	0.6536
BS1448	0	0.361	0.6536
BS1449	0	0.3616	0.6536
BS1450	0	0.3634	0.6536
BS1451	0	0.3416	0.6536
BS1452	0	0.3144	0.6536
BS1453	0	0.3615	0.6536
BS1454	0	0.2582	0.6536
BS1455	0	0.3726	0.6536
BS1456	0	0.3105	0.6536
BS1457	0	0.1456	0.6536
BS1458	0	0.0542	0.6536
BS1459	0	0.3977	0.6536
BS1460	0	0.3982	0.6536
BS1461	0	0.407	0.6536
BS1462	0	0.398	0.6536
BS1463	0	0.362	0.6536
BS1464	0	0.3616	0.6536
BS1465	0	0.4226	0.6536
BS1466	0	0.4354	0.6536
BS1467	0	0.4225	0.6536
BS1468	0	0.3943	0.6536
BS1469	0	0.3816	0.6536
BS1470	0	0.4069	0.6536
BS1471	0	0.3063	0.6536
BS1472	0	0.3827	0.6536
BS1473	0	0.3268	0.6536
BS1474	0	0.0546	0.6536
BS1475	0	0.052	0.6536
BS1476	0	0.4081	0.6536
BS1477	0	0.4092	0.6536
BS1478	0	0.4103	0.6536
BS1479	0	0.3809	0.6536
BS1480	0	0.329	0.6536
BS1481	0	0.4225	0.6536
BS1482	0	0.4221	0.6536
BS1483	0	0.2775	0.6536
BS1484	0	0.4216	0.6536
BS1485	0	0.0477	0.6536
BS1486	0	0.3645	0.6536
BS1487	0	0.3125	0.6536
BS1488	0	0.0547	0.6536
BS1489	0	0.3876	0.6536
BS1490	0	0.4102	0.6536
BS1491	0	0.3136	0.6536
BS1492	0	0.2793	0.6536
BS1493	0	0.0532	0.6536
BS1494	0	0.0576	0.6536
BS1495	0	0.42	0.6536
BS1496	0	0.3335	0.6536
BS1497	0	0.258	0.6536
BS1498	0	0.4149	0.6536
BS1499	0	0.2025	0.6536
BS1500	0	0.2397	0.6536
BS1501	0	0.4408	0.6536
BS1502	0	0.4179	0.6536
BS1503	0	0.2774	0.6536
BS1504	0	0.4469	0.6536
BS1505	0	0.3223	0.6536
BS1506	0	0.334	0.6536
BS1507	0	0.0561	0.6536
BS1508	0	0.3279	0.6536
BS1509	0	0.3938	0.6536
BS1510	0	0.3477	0.6536
BS1511	0	0.3659	0.6536
BS1512	0	0.2457	0.6536
BS1513	0	0.3856	0.6536
BS1514	0	0.3505	0.6536
BS1515	0	0.3861	0.6536
BS1516	0	0.309	0.6536
BS1517	0	0.4019	0.6536
BS1518	0	0.2697	0.6536
BS1519	0	0.4157	0.6536
BS1520	0	0.3204	0.6536
BS1521	0	0.0551	0.6536
BS1522	0	0.0845	0.6536
BS1523	0	0.2317	0.6536
BS1524	0	0.4242	0.6536
BS1525	0	0.4265	0.6536
BS1526	0	0.4081	0.6536
BS1527	0	0.0543	0.6536
BS1528	0	0.3729	0.6536
BS1529	0	0.3792	0.6536
BS1530	0	0.0568	0.6536
BS1531	0	0.2618	0.6536
BS1532	0	0.352	0.6536
BS1533	0	0.3612	0.6536
BS1534	0	0.3826	0.6536
BS1535	0	0.1204	0.6536
BS1536	0	0.4189	0.6536
BS1537	0	0.3924	0.6536
BS1538	0	0.3904	0.6536
BS1539	0	0.1531	0.6536
BS1540	0	0.4436	0.6536
BS1541	0	0.272	0.6536
BS1542	0	0.0554	0.6536
BS1543	0	0.3522	0.6536
BS1544	0	0.2188	0.6536
BS1545	0	0.0953	0.6536
BS1546	0	0.3135	0.6536
BS1547	0	0.3067	0.6536
BS1548	0	0.4269	0.6536
BS1549	0	0.379	0.6536
BS1550	0	0.3982	0.6536
BS1551	0	0.3148	0.6536
BS1552	0	0.0542	0.6536
BS1553	0	0.2837	0.6536
BS1554	0	0.4076	0.6536
BS1555	0	0.3813	0.6536
BS1556	0	0.3321	0.6536
BS1557	0	0.3318	0.6536
BS1558	0	0.1678	0.6536
BS1559	0	0.3864	0.6536
BS1560	0	0.4206	0.6536
BS1561	0	0.4166	0.6536
BS1562	0	0.3927	0.6536
BS1563	0	0.3674	0.6536
BS1564	0	0.4189	0.6536
BS1565	0	0.1722	0.6536
BS1566	0	0.3886	0.6536
BS1567	0	0.3572	0.6536
BS1568	0	0.3839	0.6536
BS1569	0	0.3274	0.6536
BS1570	0	0.4029	0.6536
BS1571	0	0.3876	0.6536
BS1572	0	0.458	0.6536
BS1573	0	0.4278	0.6536
BS1574	0	0.4244	0.6536
BS1575	0	0.266	0.6536
BS1576	0	0.0825	0.6536
BS1577	0	0.0662	0.6536
BS1578	0	0.4746	0.6536
BS1579	0	0.0758	0.6536
BS1580	0	0.459	0.6536
BS1581	0	0.3472	0.6536
BS1582	0	0.4401	0.6536
BS1583	0	0.0761	0.6536
BS1584	0	0.0802	0.6536
BS1585	0	0.0744	0.6536
BS1586	0	0.1114	0.6536
BS1587	0	0.4565	0.6536
BS1588	0	0.1104	0.6536
BS1589	0	0.0496	0.6536
BS1590	0	0.0475	0.6536
BS1591	0	0.4733	0.6536
BS1592	0	0.4837	0.6536
BS1593	0	0.4306	0.6536
BS1594	0	0.0563	0.6536
BS1595	0	0.1619	0.6536
BS1596	0	0.0773	0.6536
BS1597	0	0.4828	0.6536
BS1598	0	0.0775	0.6536
BS1599	0	0.0583	0.6536
BS1600	0	0.0794	0.6536
BS1601	0	0.0587	0.6536
BS1602	0	0.4777	0.6536
BS1603	0	0.0552	0.6536
BS1604	0	0.2149	0.6536
BS1605	0	0.3445	0.6536
BS1606	0	0.2313	0.6536
BS1607	0	0.3404	0.6536
BS1608	0	0.0631	0.6536
BS1609	0	0.3406	0.6536
BS1610	0	0.0505	0.6536
BS1611	0	0.0776	0.6536
BS1612	0	0.05	0.6536
BS1613	0	0.4321	0.6536
BS1614	0	0.4628	0.6536
BS1615	0	0.4438	0.6536
BS1616	0	0.117	0.6536
BS1617	0	0.2581	0.6536
BS1618	0	0.1208	0.6536
BS1619	0	0.4834	0.6536
BS1620	0	0.1205	0.6536
BS1621	0	0.1805	0.6536
BS1622	0	0.4798	0.6536
BS1623	0	0.0844	0.6536
BS1624	0	0.1089	0.6536
BS1625	0	0.4656	0.6536
BS1626	0	0.0532	0.6536
BS1627	0	0.1249	0.6536
BS1628	0	0.3495	0.6536
BS1629	0	0.0621	0.6536
BS1630	0	0.1192	0.6536
BS1631	0	0.4435	0.6536
BS1632	0	0.0468	0.6536
BS1633	0	0.0528	0.6536
BS1634	0	0.0484	0.6536
BS1635	0	0.5031	0.6536
BS1636	0	0.1583	0.6536
BS1637	0	0.0442	0.6536
BS1638	0	0.0576	0.6536
BS1639	0	0.301	0.6536
BS1640	0	0.0575	0.6536
BS1641	0	0.0443	0.6536
BS1642	0	0.2179	0.6536
BS1643	0	0.3793	0.6536
BS1644	0	0.5183	0.6536
BS1645	0	0.4781	0.6536
BS1646	0	0.0753	0.6536
BS1647	0	0.0665	0.6536
BS1648	0	0.4641	0.6536
BS1649	0	0.2078	0.6536
BS1650	0	0.2342	0.6536
