srians	Fe	RBAave	RBAr630
BS0327	1	0.4632	0.6536
BS0328	1	0.4781	0.6536
BS0329	1	0.6205	0.6536
BS0330	1	0.4597	0.6536
BS0331	1	0.4828	0.6536
BS0332	1	0.3988	0.6536
BS0333	1	0.4842	0.6536
BS0334	1	0.4699	0.6536
BS0335	1	0.434	0.6536
BS0336	1	0.4483	0.6536
BS0337	1	0.1648	0.6536
BS0338	1	0.174	0.6536
BS0339	1	0.5481	0.6536
BS0340	1	0.4637	0.6536
BS0341	1	0.44	0.6536
BS0342	1	0.6454	0.6536
BS0343	1	0.1503	0.6536
BS0344	1	0.2758	0.6536
BS0345	1	0.6116	0.6536
BS0346	1	0.5251	0.6536
BS0347	1	0.5299	0.6536
BS0348	1	0.2182	0.6536
BS0349	1	0.4102	0.6536
BS0350	1	0.4373	0.6536
BS0351	1	0.5292	0.6536
BS0352	1	0.6134	0.6536
BS0353	1	0.606	0.6536
BS0354	1	0.491	0.6536
BS0355	1	0.5125	0.6536
BS0356	1	0.5578	0.6536
BS0357	1	0.511	0.6536
BS0358	1	0.485	0.6536
BS0359	1	0.5472	0.6536
BS0360	1	0.5118	0.6536
BS0361	1	0.5216	0.6536
BS0362	1	0.4464	0.6536
BS0363	1	0.5125	0.6536
BS0364	1	0.4649	0.6536
BS0365	1	0.4927	0.6536
BS0366	1	0.4836	0.6536
BS0367	1	0.5458	0.6536
BS0368	1	0.5125	0.6536
BS0369	1	0.475	0.6536
BS0370	1	0.4919	0.6536
BS0371	1	0.5686	0.6536
BS0372	1	0.5503	0.6536
BS0373	1	0.5241	0.6536
BS0374	1	0.4677	0.6536
BS0375	1	0.4953	0.6536
BS0376	1	0.5595	0.6536
BS0377	1	0.5409	0.6536
BS0378	1	0.5064	0.6536
BS0379	1	0.5253	0.6536
BS0380	1	0.5316	0.6536
BS0381	1	0.6005	0.6536
BS0382	1	0.4769	0.6536
BS0383	1	0.5262	0.6536
BS0384	1	0.5674	0.6536
BS0385	1	0.4617	0.6536
BS0386	1	0.4805	0.6536
BS0387	1	0.4906	0.6536
BS0388	1	0.5033	0.6536
BS0389	1	0.4873	0.6536
BS0390	1	0.6156	0.6536
BS0391	1	0.5861	0.6536
BS0392	1	0.5072	0.6536
BS0393	1	0.5424	0.6536
BS0394	1	0.5157	0.6536
BS0395	1	0.4691	0.6536
BS0396	1	0.4467	0.6536
BS0397	1	0.5192	0.6536
BS0398	1	0.4651	0.6536
BS0399	1	0.424	0.6536
BS0400	1	0.4818	0.6536
BS0401	1	0.4907	0.6536
BS0402	1	0.5336	0.6536
BS0403	1	0.5791	0.6536
BS0404	1	0.5464	0.6536
BS0405	1	0.5994	0.6536
BS0406	1	0.5522	0.6536
BS0407	1	0.4478	0.6536
BS0408	1	0.4464	0.6536
BS0409	1	0.402	0.6536
BS0410	1	0.4719	0.6536
BS0411	1	0.4772	0.6536
BS0412	1	0.5244	0.6536
BS0413	1	0.3141	0.6536
BS0414	1	0.3528	0.6536
BS0415	1	0.4028	0.6536
BS0416	1	0.4957	0.6536
BS0417	1	0.4918	0.6536
BS0418	1	0.5079	0.6536
BS0419	1	0.518	0.6536
BS0420	1	0.529	0.6536
BS0421	1	0.49	0.6536
BS0422	1	0.5738	0.6536
BS0423	1	0.4804	0.6536
BS0424	1	0.5683	0.6536
BS0425	1	0.4084	0.6536
BS0426	1	0.5809	0.6536
BS0427	1	0.5996	0.6536
BS0428	1	0.4261	0.6536
BS0429	1	0.4694	0.6536
BS0430	1	0.501	0.6536
BS0431	1	0.5853	0.6536
BS0432	1	0.6081	0.6536
BS0433	1	0.6153	0.6536
BS0434	1	0.5428	0.6536
BS0435	1	0.4107	0.6536
BS0436	1	0.5759	0.6536
BS0437	1	0.5897	0.6536
BS0438	1	0.5468	0.6536
BS0439	1	0.5626	0.6536
BS0440	1	0.5517	0.6536
BS0441	1	0.496	0.6536
BS0442	1	0.4771	0.6536
BS0443	1	0.5507	0.6536
BS0444	1	0.5068	0.6536
BS0445	1	0.5896	0.6536
BS0446	1	0.5175	0.6536
BS0447	1	0.4355	0.6536
BS0448	1	0.5049	0.6536
BS0449	1	0.4751	0.6536
BS0450	1	0.4394	0.6536
BS0451	1	0.465	0.6536
BS0452	1	0.5361	0.6536
BS0453	1	0.5166	0.6536
BS0454	1	0.553	0.6536
BS0455	1	0.5395	0.6536
BS0456	1	0.5029	0.6536
BS0457	1	0.6171	0.6536
BS0458	1	0.6395	0.6536
BS0459	1	0.5231	0.6536
BS0460	1	0.3987	0.6536
BS0461	1	0.6067	0.6536
BS0462	1	0.5473	0.6536
BS0463	1	0.6341	0.6536
BS0464	1	0.5133	0.6536
BS0465	1	0.5706	0.6536
BS0466	1	0.6112	0.6536
BS0467	1	0.3253	0.6536
BS0468	1	0.5958	0.6536
BS0469	1	0.4387	0.6536
BS0470	1	0.3527	0.6536
BS0471	1	0.4944	0.6536
BS0472	1	0.6026	0.6536
BS0473	1	0.6014	0.6536
BS0474	1	0.534	0.6536
BS0475	1	0.5933	0.6536
BS0476	1	0.427	0.6536
BS0477	1	0.5473	0.6536
BS0478	1	0.5022	0.6536
BS0479	1	0.3881	0.6536
BS0480	1	0.5839	0.6536
BS0481	1	0.5059	0.6536
BS0482	1	0.4996	0.6536
BS0483	1	0.4845	0.6536
BS0484	1	0.5128	0.6536
BS0485	1	0.5133	0.6536
BS0486	1	0.4558	0.6536
BS0487	1	0.5219	0.6536
BS0488	1	0.4778	0.6536
BS0489	1	0.5265	0.6536
BS0490	1	0.4887	0.6536
BS0491	1	0.5775	0.6536
BS0492	1	0.5625	0.6536
BS0493	1	0.6063	0.6536
BS0494	1	0.5125	0.6536
BS0495	1	0.5057	0.6536
BS0496	1	0.5387	0.6536
BS0497	1	0.441	0.6536
BS0498	1	0.4785	0.6536
BS0499	1	0.4877	0.6536
BS0500	1	0.4798	0.6536
BS0501	1	0.562	0.6536
BS0502	1	0.4911	0.6536
BS0503	1	0.5817	0.6536
BS0504	1	0.4859	0.6536
BS0505	1	0.4996	0.6536
BS0506	1	0.5656	0.6536
BS0507	1	0.3421	0.6536
BS0508	1	0.5061	0.6536
BS0509	1	0.4844	0.6536
BS0510	1	0.5765	0.6536
BS0511	1	0.5146	0.6536
BS0512	1	0.6206	0.6536
BS0513	1	0.4284	0.6536
BS0514	1	0.5676	0.6536
BS0515	1	0.4911	0.6536
BS0516	1	0.4552	0.6536
BS0517	1	0.4573	0.6536
BS0518	1	0.4854	0.6536
BS0519	1	0.4519	0.6536
BS0520	1	0.4686	0.6536
BS0521	1	0.5472	0.6536
BS0522	1	0.5337	0.6536
BS0523	1	0.5646	0.6536
BS0524	1	0.5456	0.6536
BS0525	1	0.5702	0.6536
BS0526	1	0.4622	0.6536
BS0527	1	0.5584	0.6536
BS0528	1	0.5051	0.6536
BS0529	1	0.4457	0.6536
BS0530	1	0.5878	0.6536
BS0531	1	0.5857	0.6536
BS0532	1	0.4311	0.6536
BS0533	1	0.4849	0.6536
BS0534	1	0.423	0.6536
BS0535	1	0.5046	0.6536
BS0536	1	0.4448	0.6536
BS0537	1	0.4782	0.6536
BS0538	1	0.4814	0.6536
BS0539	1	0.479	0.6536
BS0540	1	0.4376	0.6536
BS0541	1	0.4699	0.6536
BS0542	1	0.526	0.6536
BS0543	1	0.5381	0.6536
BS0544	1	0.4602	0.6536
BS0545	1	0.5141	0.6536
BS0546	1	0.4475	0.6536
BS0547	1	0.5255	0.6536
BS0548	1	0.5443	0.6536
BS0549	1	0.5422	0.6536
BS0550	1	0.3954	0.6536
BS0551	1	0.5931	0.6536
BS0552	1	0.4066	0.6536
BS0553	1	0.5595	0.6536
BS0554	1	0.5483	0.6536
BS0555	1	0.4882	0.6536
BS0556	1	0.4925	0.6536
BS0557	1	0.4384	0.6536
BS0558	1	0.5067	0.6536
BS0559	1	0.4615	0.6536
BS0560	1	0.5073	0.6536
BS0561	1	0.467	0.6536
BS0562	1	0.5062	0.6536
BS0563	1	0.5378	0.6536
BS0564	1	0.5147	0.6536
BS0565	1	0.4591	0.6536
BS0566	1	0.5496	0.6536
BS0567	1	0.5155	0.6536
BS0568	1	0.5101	0.6536
BS0569	1	0.5955	0.6536
BS0570	1	0.5461	0.6536
BS0571	1	0.4579	0.6536
BS0572	1	0.4978	0.6536
BS0573	1	0.5209	0.6536
BS0574	1	0.5445	0.6536
BS0575	1	0.3203	0.6536
BS0576	1	0.5442	0.6536
BS0577	1	0.484	0.6536
BS0578	1	0.5533	0.6536
BS0579	1	0.5383	0.6536
BS0580	1	0.5212	0.6536
BS0581	1	0.5491	0.6536
BS0582	1	0.3473	0.6536
BS0583	1	0.5058	0.6536
BS0584	1	0.5417	0.6536
BS0585	1	0.5485	0.6536
BS0586	1	0.4364	0.6536
BS0587	1	0.4777	0.6536
BS0588	1	0.4594	0.6536
BS0589	1	0.5258	0.6536
BS0590	1	0.5901	0.6536
BS0591	1	0.4696	0.6536
BS0592	1	0.5465	0.6536
BS0593	1	0.5276	0.6536
BS0594	1	0.4488	0.6536
BS0595	1	0.5906	0.6536
BS0596	1	0.4489	0.6536
BS0597	1	0.5629	0.6536
BS0598	1	0.5467	0.6536
BS0599	1	0.4923	0.6536
BS0600	1	0.4672	0.6536
BS0601	1	0.5151	0.6536
BS0602	1	0.5223	0.6536
BS0603	1	0.4381	0.6536
BS0604	1	0.6004	0.6536
BS0605	1	0.4629	0.6536
BS0606	1	0.5708	0.6536
BS0607	1	0.4956	0.6536
BS0608	1	0.4235	0.6536
BS0609	1	0.4583	0.6536
BS0610	1	0.5183	0.6536
BS0611	1	0.4953	0.6536
BS0612	1	0.5417	0.6536
BS0613	1	0.5349	0.6536
BS0614	1	0.5947	0.6536
BS0615	1	0.5402	0.6536
BS0616	1	0.3883	0.6536
BS0617	1	0.5577	0.6536
BS0618	1	0.4149	0.6536
BS0619	1	0.5598	0.6536
BS0620	1	0.5012	0.6536
BS0621	1	0.5446	0.6536
BS0622	1	0.5589	0.6536
BS0623	1	0.4587	0.6536
BS0624	1	0.1546	0.6536
BS0625	1	0.5917	0.6536
BS0626	1	0.5703	0.6536
BS0627	1	0.594	0.6536
BS0628	1	0.1569	0.6536
BS0629	1	0.5974	0.6536
BS0630	1	0.1552	0.6536
BS0631	1	0.1555	0.6536
BS0632	1	0.1557	0.6536
BS0633	1	0.3619	0.6536
BS0634	1	0.1585	0.6536
BS0635	1	0.2343	0.6536
BS0636	1	0.1714	0.6536
BS0637	1	0.5076	0.6536
BS0638	1	0.5398	0.6536
BS0639	1	0.5916	0.6536
BS0640	1	0.5744	0.6536
BS0641	1	0.1562	0.6536
BS0642	1	0.1535	0.6536
BS0643	1	0.5959	0.6536
BS0644	1	0.4646	0.6536
BS0645	1	0.5756	0.6536
BS0646	1	0.453	0.6536
BS0647	1	0.1562	0.6536
BS0648	1	0.461	0.6536
BS0649	1	0.5759	0.6536
BS0650	1	0.4469	0.6536
BS0651	1	0.5853	0.6536
BS0652	1	0.5867	0.6536
BS0653	1	0.5587	0.6536
BS0654	1	0.5433	0.6536
BS0655	1	0.5707	0.6536
BS0656	1	0.5968	0.6536
BS0657	1	0.1567	0.6536
BS0658	1	0.5853	0.6536
BS0659	1	0.5322	0.6536
BS0660	1	0.3633	0.6536
BS0661	1	0.5348	0.6536
BS0662	1	0.5801	0.6536
BS0663	1	0.4542	0.6536
BS0664	1	0.5866	0.6536
BS0665	1	0.472	0.6536
BS0666	1	0.5863	0.6536
BS0667	1	0.5658	0.6536
BS0668	1	0.0933	0.6536
BS0669	1	0.4554	0.6536
BS0670	1	0.4853	0.6536
BS0671	1	0.1589	0.6536
BS0672	1	0.5701	0.6536
BS0673	1	0.1559	0.6536
BS0674	1	0.1557	0.6536
BS0675	1	0.5451	0.6536
BS0676	1	0.5316	0.6536
BS0677	1	0.5258	0.6536
BS0678	1	0.4939	0.6536
BS0679	1	0.6006	0.6536
BS0680	1	0.4524	0.6536
BS0681	1	0.4362	0.6536
BS0682	1	0.5989	0.6536
BS0683	1	0.5857	0.6536
BS0684	1	0.4906	0.6536
BS0685	1	0.5996	0.6536
BS0686	1	0.566	0.6536
BS0687	1	0.4535	0.6536
BS0688	1	0.3583	0.6536
BS0689	1	0.5528	0.6536
BS0690	1	0.5741	0.6536
BS0691	1	0.4645	0.6536
BS0692	1	0.1619	0.6536
BS0693	1	0.393	0.6536
BS0694	1	0.5375	0.6536
BS0695	1	0.4172	0.6536
BS0696	1	0.542	0.6536
BS0697	1	0.4173	0.6536
BS0698	1	0.4275	0.6536
BS0699	1	0.4353	0.6536
BS0700	1	0.1672	0.6536
BS0701	1	0.4501	0.6536
BS0702	1	0.5443	0.6536
BS0703	1	0.4629	0.6536
BS0704	1	0.4515	0.6536
BS0705	1	0.5323	0.6536
BS0706	1	0.5522	0.6536
BS0707	1	0.522	0.6536
BS0708	1	0.5273	0.6536
BS0709	1	0.5853	0.6536
BS0710	1	0.5658	0.6536
BS0711	1	0.5633	0.6536
BS0712	1	0.481	0.6536
BS0713	1	0.5007	0.6536
BS0714	1	0.4911	0.6536
BS0715	1	0.5247	0.6536
BS0716	1	0.5329	0.6536
BS0717	1	0.4955	0.6536
BS0718	1	0.4503	0.6536
BS0719	1	0.4794	0.6536
BS0720	1	0.5613	0.6536
BS0721	1	0.464	0.6536
BS0722	1	0.5459	0.6536
BS0723	1	0.5825	0.6536
BS0724	1	0.5199	0.6536
BS0725	1	0.4952	0.6536
BS0726	1	0.4447	0.6536
BS0727	1	0.4563	0.6536
BS0728	1	0.5442	0.6536
BS0729	1	0.5387	0.6536
BS0730	1	0.464	0.6536
BS0731	1	0.479	0.6536
BS0732	1	0.5968	0.6536
BS0733	1	0.3509	0.6536
BS0734	1	0.4635	0.6536
BS0735	1	0.5613	0.6536
BS0736	1	0.5464	0.6536
BS0737	1	0.5705	0.6536
BS0738	1	0.5152	0.6536
BS0739	1	0.5698	0.6536
BS0740	1	0.5442	0.6536
BS0741	1	0.4228	0.6536
BS0742	1	0.5519	0.6536
BS0743	1	0.5317	0.6536
BS0744	1	0.4907	0.6536
BS0745	1	0.5578	0.6536
BS0746	1	0.5496	0.6536
BS0747	1	0.4709	0.6536
BS0748	1	0.5767	0.6536
BS0749	1	0.4899	0.6536
BS0750	1	0.5611	0.6536
BS0751	1	0.4336	0.6536
BS0752	1	0.4224	0.6536
BS0753	1	0.5635	0.6536
BS0754	1	0.5371	0.6536
BS0755	1	0.5735	0.6536
BS0756	1	0.5722	0.6536
BS0757	1	0.4568	0.6536
BS0758	1	0.5469	0.6536
BS0759	1	0.4428	0.6536
BS0760	1	0.446	0.6536
BS0761	1	0.5297	0.6536
BS0762	1	0.5569	0.6536
BS0763	1	0.4636	0.6536
BS0764	1	0.5311	0.6536
BS0765	1	0.5088	0.6536
BS0766	1	0.4704	0.6536
BS0767	1	0.5543	0.6536
BS0768	1	0.4603	0.6536
BS0769	1	0.5431	0.6536
BS0770	1	0.5603	0.6536
BS0771	1	0.5458	0.6536
BS0772	1	0.5454	0.6536
BS0773	1	0.3928	0.6536
BS0774	1	0.4413	0.6536
BS0775	1	0.5035	0.6536
BS0776	1	0.4796	0.6536
BS0777	1	0.4807	0.6536
BS0778	1	0.3618	0.6536
BS0779	1	0.3799	0.6536
BS0780	1	0.477	0.6536
BS0781	1	0.5837	0.6536
BS0782	1	0.5714	0.6536
BS0783	1	0.3786	0.6536
BS0784	1	0.5334	0.6536
BS0785	1	0.5474	0.6536
BS0786	1	0.511	0.6536
BS0787	1	0.5089	0.6536
BS0788	1	0.5093	0.6536
BS0789	1	0.4553	0.6536
BS0790	1	0.5903	0.6536
BS0791	1	0.5694	0.6536
BS0792	1	0.5598	0.6536
BS0793	1	0.3762	0.6536
BS0794	1	0.5119	0.6536
BS0795	1	0.4665	0.6536
BS0796	1	0.4447	0.6536
BS0797	1	0.5524	0.6536
BS0798	1	0.5703	0.6536
BS0799	1	0.4743	0.6536
BS0800	1	0.5298	0.6536
BS0801	1	0.5552	0.6536
BS0802	1	0.4558	0.6536
BS0803	1	0.4972	0.6536
BS0804	1	0.4763	0.6536
BS0805	1	0.5504	0.6536
BS0806	1	0.6002	0.6536
BS0807	1	0.4963	0.6536
BS0808	1	0.4718	0.6536
BS0809	1	0.5393	0.6536
BS0810	1	0.5539	0.6536
BS0811	1	0.4921	0.6536
BS0812	1	0.4323	0.6536
BS0813	1	0.5667	0.6536
BS0814	1	0.4477	0.6536
BS0815	1	0.5076	0.6536
BS0816	1	0.4853	0.6536
BS0817	1	0.4962	0.6536
BS0818	1	0.4862	0.6536
BS0819	1	0.4488	0.6536
BS0820	1	0.5184	0.6536
BS0821	1	0.5247	0.6536
BS0822	1	0.4855	0.6536
BS0823	1	0.406	0.6536
BS0824	1	0.4333	0.6536
BS0825	1	0.4414	0.6536
BS0826	1	0.4507	0.6536
BS0827	1	0.5317	0.6536
BS0828	1	0.5557	0.6536
BS0829	1	0.4817	0.6536
BS0830	1	0.5625	0.6536
BS0831	1	0.5825	0.6536
BS0832	1	0.4225	0.6536
BS0833	1	0.5686	0.6536
BS0834	1	0.5768	0.6536
BS0835	1	0.3937	0.6536
BS0836	1	0.4656	0.6536
BS0837	1	0.3519	0.6536
BS0838	1	0.5139	0.6536
BS0839	1	0.4656	0.6536
BS0840	1	0.4882	0.6536
BS0841	1	0.5713	0.6536
BS0842	1	0.5612	0.6536
BS0843	1	0.5085	0.6536
BS0844	1	0.5364	0.6536
BS0845	1	0.5518	0.6536
BS0846	1	0.539	0.6536
BS0847	1	0.5019	0.6536
BS0848	1	0.4684	0.6536
BS0849	1	0.3596	0.6536
BS0850	1	0.4213	0.6536
BS0851	1	0.4366	0.6536
BS0852	1	0.4333	0.6536
BS0853	1	0.5344	0.6536
BS0854	1	0.5439	0.6536
BS0855	1	0.5297	0.6536
BS0856	1	0.5336	0.6536
BS0857	1	0.5904	0.6536
BS0858	1	0.5345	0.6536
BS0859	1	0.5693	0.6536
BS0860	1	0.4388	0.6536
BS0861	1	0.5189	0.6536
BS0862	1	0.4056	0.6536
BS0863	1	0.4784	0.6536
BS0864	1	0.5769	0.6536
BS0865	1	0.4658	0.6536
BS0866	1	0.471	0.6536
BS0867	1	0.5463	0.6536
BS0868	1	0.4471	0.6536
BS0869	1	0.5769	0.6536
BS0870	1	0.5418	0.6536
BS0871	1	0.4644	0.6536
BS0872	1	0.4548	0.6536
BS0873	1	0.5681	0.6536
BS0874	1	0.4558	0.6536
BS0875	1	0.5276	0.6536
BS0876	1	0.5337	0.6536
BS0877	1	0.46	0.6536
BS0878	1	0.5369	0.6536
BS0879	1	0.5654	0.6536
BS0880	1	0.4976	0.6536
BS0881	1	0.4219	0.6536
BS0882	1	0.5156	0.6536
BS0883	1	0.5208	0.6536
BS0884	1	0.5545	0.6536
BS0885	1	0.5966	0.6536
BS0886	1	0.4538	0.6536
BS0887	1	0.3328	0.6536
BS0888	1	0.462	0.6536
BS0889	1	0.5478	0.6536
BS0890	1	0.4986	0.6536
BS0891	1	0.4743	0.6536
BS0892	1	0.4993	0.6536
BS0893	1	0.5362	0.6536
BS0894	1	0.5994	0.6536
BS0895	1	0.5453	0.6536
BS0896	1	0.4553	0.6536
BS0897	1	0.4718	0.6536
BS0898	1	0.5874	0.6536
BS0899	1	0.4786	0.6536
BS0900	1	0.4892	0.6536
BS0901	1	0.5068	0.6536
BS0902	1	0.533	0.6536
BS0903	1	0.504	0.6536
BS0904	1	0.4689	0.6536
BS0905	1	0.4632	0.6536
BS0906	1	0.5164	0.6536
BS0907	1	0.4187	0.6536
BS0908	1	0.5345	0.6536
BS0909	1	0.5616	0.6536
BS0910	1	0.5727	0.6536
BS0911	1	0.5896	0.6536
BS0912	1	0.4729	0.6536
BS0913	1	0.5102	0.6536
BS0914	1	0.435	0.6536
BS0915	1	0.4958	0.6536
BS0916	1	0.5115	0.6536
BS0917	1	0.5671	0.6536
BS0918	1	0.4895	0.6536
BS0919	1	0.5349	0.6536
BS0920	1	0.4479	0.6536
BS0921	1	0.458	0.6536
BS0922	1	0.5987	0.6536
BS0923	1	0.4853	0.6536
BS0924	1	0.5302	0.6536
BS0925	1	0.4878	0.6536
BS0926	1	0.5377	0.6536
BS0927	1	0.5791	0.6536
BS0928	1	0.4808	0.6536
BS0929	1	0.5788	0.6536
BS0930	1	0.5411	0.6536
BS0931	1	0.52	0.6536
BS0932	1	0.5897	0.6536
BS0933	1	0.535	0.6536
BS0934	1	0.4463	0.6536
BS0935	1	0.5454	0.6536
BS0936	1	0.4583	0.6536
BS0937	1	0.5122	0.6536
BS0938	1	0.5429	0.6536
BS0939	1	0.4956	0.6536
BS0940	1	0.5329	0.6536
BS0941	1	0.5	0.6536
BS0942	1	0.4851	0.6536
BS0943	1	0.5115	0.6536
BS0944	1	0.5177	0.6536
BS0945	1	0.3664	0.6536
BS0946	1	0.5512	0.6536
BS0947	1	0.4904	0.6536
BS0948	1	0.6001	0.6536
BS0949	1	0.443	0.6536
BS0950	1	0.54	0.6536
BS0951	1	0.5299	0.6536
BS0952	1	0.5066	0.6536
BS0953	1	0.4966	0.6536
BS0954	1	0.4914	0.6536
BS0955	1	0.4938	0.6536
BS0956	1	0.5411	0.6536
BS0957	1	0.5496	0.6536
BS0958	1	0.5363	0.6536
BS0959	1	0.5147	0.6536
BS0960	1	0.4716	0.6536
BS0961	1	0.4705	0.6536
BS0962	1	0.4888	0.6536
BS0963	1	0.4338	0.6536
BS0964	1	0.3913	0.6536
BS0965	1	0.5574	0.6536
BS0966	1	0.5592	0.6536
BS0967	1	0.5662	0.6536
BS0968	1	0.578	0.6536
BS0969	1	0.5085	0.6536
BS0970	1	0.5567	0.6536
BS0971	1	0.5973	0.6536
BS0972	1	0.4036	0.6536
BS0973	1	0.4788	0.6536
BS0974	1	0.4598	0.6536
BS0975	1	0.5802	0.6536
BS0976	1	0.4617	0.6536
BS0977	1	0.4747	0.6536
BS0978	1	0.5707	0.6536
BS0979	1	0.5576	0.6536
BS0980	1	0.4982	0.6536
BS0981	1	0.5031	0.6536
BS0982	1	0.5297	0.6536
BS0983	1	0.479	0.6536
BS0984	1	0.4842	0.6536
BS0985	1	0.4521	0.6536
BS0986	1	0.4828	0.6536
BS0987	1	0.5	0.6536
BS0988	1	0.5534	0.6536
BS0989	1	0.5205	0.6536
BS0990	1	0.4844	0.6536
BS0991	1	0.5047	0.6536
BS0992	1	0.471	0.6536
BS0993	1	0.4889	0.6536
BS0994	1	0.546	0.6536
BS0995	1	0.5492	0.6536
BS0996	1	0.4893	0.6536
BS0997	1	0.4729	0.6536
BS0998	1	0.5823	0.6536
BS0999	1	0.5192	0.6536
BS1000	1	0.4423	0.6536
BS1001	1	0.5573	0.6536
BS1002	1	0.4682	0.6536
BS1003	1	0.5062	0.6536
BS1004	1	0.4631	0.6536
BS1005	1	0.4816	0.6536
BS1006	1	0.5201	0.6536
BS1007	1	0.4994	0.6536
BS1008	1	0.4606	0.6536
BS1009	1	0.438	0.6536
BS1010	1	0.542	0.6536
BS1011	1	0.5417	0.6536
BS1012	1	0.5511	0.6536
BS1013	1	0.5112	0.6536
BS1014	1	0.5752	0.6536
BS1015	1	0.4741	0.6536
BS1016	1	0.5756	0.6536
BS1017	1	0.426	0.6536
BS1018	1	0.5159	0.6536
BS1019	1	0.4674	0.6536
BS1020	1	0.4677	0.6536
BS1021	1	0.4882	0.6536
BS1022	1	0.5182	0.6536
BS1023	1	0.5485	0.6536
BS1024	1	0.5418	0.6536
BS1025	1	0.565	0.6536
BS1026	1	0.5009	0.6536
BS1027	1	0.4368	0.6536
BS1028	1	0.5567	0.6536
BS1029	1	0.5112	0.6536
BS1030	1	0.4902	0.6536
BS1031	1	0.5539	0.6536
BS1032	1	0.5529	0.6536
BS1033	1	0.5132	0.6536
BS1034	1	0.517	0.6536
BS1035	1	0.4026	0.6536
BS1036	1	0.4934	0.6536
BS1037	1	0.5224	0.6536
BS1038	1	0.5012	0.6536
BS1039	1	0.5614	0.6536
BS1040	1	0.5047	0.6536
BS1041	1	0.5609	0.6536
BS1042	1	0.5597	0.6536
BS1043	1	0.505	0.6536
BS1044	1	0.5054	0.6536
BS1045	1	0.5646	0.6536
BS1046	1	0.4874	0.6536
BS1047	1	0.4843	0.6536
BS1048	1	0.5248	0.6536
BS1049	1	0.5383	0.6536
BS1050	1	0.5169	0.6536
BS1051	1	0.543	0.6536
BS1052	1	0.5292	0.6536
BS1053	1	0.5204	0.6536
BS1054	1	0.447	0.6536
BS1055	1	0.4821	0.6536
BS1056	1	0.5332	0.6536
BS1057	1	0.489	0.6536
BS1058	1	0.5511	0.6536
BS1059	1	0.555	0.6536
BS1060	1	0.5722	0.6536
BS1061	1	0.4778	0.6536
BS1062	1	0.4963	0.6536
BS1063	1	0.4996	0.6536
BS1064	1	0.4424	0.6536
BS1065	1	0.5409	0.6536
BS1066	1	0.515	0.6536
BS1067	1	0.4798	0.6536
BS1068	1	0.43	0.6536
BS1069	1	0.4058	0.6536
BS1070	1	0.4907	0.6536
BS1071	1	0.4956	0.6536
BS1072	1	0.4886	0.6536
BS1073	1	0.4992	0.6536
BS1074	1	0.4736	0.6536
BS1075	1	0.4974	0.6536
BS1076	1	0.4801	0.6536
BS1077	1	0.499	0.6536
BS1078	1	0.5262	0.6536
BS1079	1	0.4793	0.6536
BS1080	1	0.5221	0.6536
BS1081	1	0.5521	0.6536
BS1082	1	0.5008	0.6536
BS1083	1	0.5031	0.6536
BS1084	1	0.4984	0.6536
BS1085	1	0.5983	0.6536
BS1086	1	0.452	0.6536
BS1087	1	0.504	0.6536
BS1088	1	0.5231	0.6536
BS1089	1	0.4624	0.6536
BS1090	1	0.4948	0.6536
BS1091	1	0.5295	0.6536
BS1092	1	0.4729	0.6536
BS1093	1	0.4971	0.6536
BS1094	1	0.5191	0.6536
BS1095	1	0.4582	0.6536
BS1096	1	0.5078	0.6536
BS1097	1	0.4352	0.6536
BS1098	1	0.4454	0.6536
BS1099	1	0.4415	0.6536
BS1100	1	0.4323	0.6536
BS1101	1	0.5446	0.6536
BS1102	1	0.5374	0.6536
BS1103	1	0.4406	0.6536
BS1104	1	0.4333	0.6536
BS1105	1	0.4129	0.6536
BS1106	1	0.5544	0.6536
BS1107	1	0.4783	0.6536
BS1108	1	0.4081	0.6536
BS1109	1	0.4741	0.6536
BS1110	1	0.4972	0.6536
BS1111	1	0.5482	0.6536
BS1112	1	0.5327	0.6536
BS1113	1	0.377	0.6536
BS1114	1	0.5078	0.6536
BS1115	1	0.4192	0.6536
BS1116	1	0.472	0.6536
BS1117	1	0.5147	0.6536
BS1118	1	0.4589	0.6536
BS1119	1	0.5195	0.6536
BS1120	1	0.5334	0.6536
BS1121	1	0.4931	0.6536
BS1122	1	0.4942	0.6536
BS1123	1	0.5541	0.6536
BS1124	1	0.4757	0.6536
BS1125	1	0.5755	0.6536
BS1126	1	0.1749	0.6536
BS1127	1	0.4567	0.6536
BS1128	1	0.4912	0.6536
BS1129	1	0.4428	0.6536
BS1130	1	0.4402	0.6536
BS1131	1	0.4429	0.6536
BS1132	1	0.4544	0.6536
BS1133	1	0.488	0.6536
BS1134	1	0.4801	0.6536
BS1135	1	0.4603	0.6536
BS1136	1	0.4044	0.6536
BS1137	1	0.4721	0.6536
BS1138	1	0.444	0.6536
BS1139	1	0.4433	0.6536
BS1140	1	0.4435	0.6536
BS1141	1	0.4657	0.6536
BS1142	1	0.6019	0.6536
BS1143	1	0.5423	0.6536
BS1144	1	0.5306	0.6536
BS1145	1	0.4371	0.6536
BS1146	1	0.4317	0.6536
BS1147	1	0.4747	0.6536
BS1148	1	0.4695	0.6536
BS1149	1	0.4316	0.6536
BS1150	1	0.4112	0.6536
BS1151	1	0.4632	0.6536
BS1152	1	0.5257	0.6536
BS1153	1	0.4882	0.6536
